,id,Brand,Type,CPUbrand,SSD,GPUbrand,RAM,OS,Touchscreen,Weight,Price,PPI
103,8,LENOVO,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,57990,141.21199808219862
104,9,LENOVO,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Medium,40117,141.21199808219862
105,10,HP,Ultraportable,Intel,512 GB,NVIDIA,16,Windows,No,Medium,64990,141.21199808219862
106,11,ASUS,Gaming,AMD,512 GB,NVIDIA,16,Windows,No,Heavy,89990,141.21199808219862
107,12,HP,Notebook,AMD,512 GB,AMD,8,Windows,No,Medium,45500,100.45466986113651
108,13,ASUS,Gaming,AMD,1 TB,NVIDIA,16,Windows,No,Heavy,187990,188.28266410959816
109,14,HP,Notebook,Intel,512 GB,Intel,8,Windows,No,Medium,44990,141.21199808219862
110,15,ASUS,Ultraportable,AMD,256 GB,AMD,4,Windows,No,Medium,35500,141.21199808219862
111,16,HP,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Medium,58989,141.21199808219862
112,17,ASUS,Gaming,Intel,2 TB,NVIDIA,32,Windows,No,Heavy,361990,169.78089942830815
113,18,HP,Ultraportable,AMD,512 GB,AMD,8,Windows,No,Light,55000,157.3505121487356
114,19,LENOVO,Ultraportable,Intel,256 GB,Intel,4,Windows,No,Medium,31490,141.21199808219862
115,20,ASUS,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Light,28990,111.1413368676404
116,21,LENOVO,Gaming,AMD,512 GB,NVIDIA,8,Windows,No,Heavy,74990,141.21199808219862
117,22,LENOVO,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Light,37228,157.3505121487356
118,23,DELL,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Medium,42897,141.21199808219862
119,24,DELL,Notebook,Intel,256 GB,Intel,8,Windows,No,Medium,32751,141.21199808219862
120,1,DELL,Gaming,Intel,512 GB,NVIDIA,16,Windows,No,Heavy,72490,141.21199808219862
121,2,ACER,Notebook,AMD,512 GB,AMD,8,Windows,No,Heavy,39290,141.21199808219862
122,3,DELL,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Medium,42897,141.21199808219862
123,4,MSI,Gaming,AMD,512 GB,AMD,8,Windows,No,Heavy,84990,141.21199808219862
124,5,ASUS,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Medium,54990,141.21199808219862
125,6,LENOVO,Gaming,Intel,512 GB,NVIDIA,8,Windows,No,Heavy,70990,141.21199808219862
126,7,ASUS,Gaming,AMD,512 GB,NVIDIA,8,Windows,No,Heavy,87990,141.21199808219862
127,8,INFINIX,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Light,24999,157.3505121487356
128,9,INFINIX,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,42990,141.21199808219862
129,10,DELL,Notebook,Intel,256 GB,Intel,8,Windows,Yes,Light,52990,157.3505121487356
130,11,ASUS,Notebook,AMD,512 GB,AMD,16,Windows,No,Medium,59990,141.50971698084905
131,12,ASUS,Notebook,Intel,1 TB,Intel,16,Windows,Yes,Medium,189990,234.22297983037086
133,14,ASUS,Gaming,AMD,512 GB,NVIDIA,16,Windows,No,Heavy,99990,141.21199808219862
134,15,ASUS,Gaming,AMD,1 TB,NVIDIA,16,Windows,No,Heavy,105990,141.21199808219862
135,16,ASUS,Gaming,Intel,512 GB,NVIDIA,8,Windows,No,Heavy,81990,141.21199808219862
136,17,MSI,Gaming,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,129990,188.28266410959816
137,18,LENOVO,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Medium,53490,141.21199808219862
138,19,ASUS,Gaming,Intel,512 GB,NVIDIA,8,Windows,No,Heavy,62990,141.21199808219862
139,20,APPLE,Ultraportable,Others,512 GB,None,8,Mac,No,Light,149900,226.98300468106115
140,21,ASUS,Notebook,Intel,256 GB,Intel,8,Windows,Yes,Light,42990,165.6321180513006
141,22,DELL,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Medium,41846,141.21199808219862
142,23,MSI,Gaming,Intel,2 TB,NVIDIA,32,Windows,No,Heavy,392990,254.67134914246222
143,24,HP,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,63499,157.3505121487356
144,1,ASUS,Gaming,AMD,1 TB,NVIDIA,16,Windows,No,Heavy,192860,188.28266410959816
146,3,HP,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Medium,45515,141.21199808219862
147,4,DELL,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Medium,42898,141.21199808219862
148,5,ASUS,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Medium,45990,141.21199808219862
149,6,ASUS,Ultraportable,Intel,256 GB,Intel,16,Windows,No,Medium,64990,141.21199808219862
150,7,LENOVO,Ultraportable,AMD,512 GB,AMD,8,Windows,No,Medium,42332,141.21199808219862
151,8,HP,Gaming,AMD,512 GB,AMD,16,Windows,No,Heavy,109990,136.82653230324834
152,9,DELL,Notebook,Intel,512 GB,None,8,Windows,No,Heavy,45500,141.21199808219862
153,10,ASUS,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,42990,157.3505121487356
154,11,ACER,Gaming,Intel,512 GB,NVIDIA,8,Windows,No,Heavy,54990,141.21199808219862
155,12,INFINIX,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,35990,141.21199808219862
156,13,ASUS,Gaming,Intel,2 TB,NVIDIA,32,Windows,No,Heavy,261990,169.78089942830815
157,14,ASUS,Gaming,Intel,512 GB,NVIDIA,16,Windows,No,Heavy,85863,141.21199808219862
158,15,ASUS,Gaming,AMD,1 TB,AMD,16,Windows,Yes,Light,114990,168.96682624578992
159,16,LENOVO,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Medium,30490,100.45466986113651
160,17,MSI,Notebook,Intel,512 GB,NVIDIA,16,Windows,No,Heavy,108990,190.6936351848168
161,18,LENOVO,Ultraportable,AMD,512 GB,AMD,8,Windows,No,Medium,35647,141.21199808219862
162,19,LENOVO,Ultraportable,Intel,512 GB,NVIDIA,8,Windows,No,Medium,51990,141.21199808219862
163,20,APPLE,Ultraportable,Others,512 GB,None,8,Mac,No,Light,149900,224.5056083176765
164,21,HP,Ultraportable,Intel,512 GB,Intel,16,Windows,No,Light,69990,157.3505121487356
165,22,HP,Gaming,AMD,512 GB,NVIDIA,8,Windows,No,Light,61990,141.21199808219862
166,23,INFINIX,Ultraportable,Intel,512 GB,Intel,16,Windows,No,Light,44990,157.3505121487356
167,24,ASUS,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,42990,157.3505121487356
168,1,HP,Gaming,Intel,256 GB,NVIDIA,8,Windows,No,Heavy,69990,141.21199808219862
169,2,ASUS,Ultraportable,AMD,512 GB,AMD,8,Windows,No,Medium,42990,157.3505121487356
170,3,HP,Ultraportable,Intel,512 GB,Intel,16,Windows,No,Light,69990,157.3505121487356
171,4,ASUS,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,42990,157.3505121487356
172,5,INFINIX,Ultraportable,Intel,512 GB,Intel,16,Windows,No,Light,44990,157.3505121487356
173,6,APPLE,Notebook,Others,1 TB,None,16,Mac,No,Heavy,245990,254.0233485458816
174,7,MSI,Gaming,AMD,1 TB,AMD,16,Windows,No,Heavy,119990,141.21199808219862
175,8,ASUS,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,43990,156.23455106966654
176,9,ACER,Gaming,Intel,256 GB,NVIDIA,16,Windows,No,Heavy,104990,141.21199808219862
177,10,DELL,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,43325,157.3505121487356
178,11,ASUS,Gaming,AMD,1 TB,NVIDIA,8,Windows,No,Heavy,65990,141.21199808219862
179,12,ACER,Ultraportable,Intel,256 GB,Intel,4,Windows,No,Medium,33999,141.21199808219862
180,13,ASUS,Gaming,AMD,1 TB,NVIDIA,16,Windows,No,Heavy,157990,188.28266410959816
181,14,ACER,Gaming,AMD,512 GB,NVIDIA,8,Windows,No,Heavy,58989,141.21199808219862
182,15,ASUS,Ultraportable,AMD,512 GB,AMD,8,Windows,No,Heavy,42900,83.20502943378438
183,16,ACER,Gaming,Intel,512 GB,NVIDIA,8,Windows,No,Heavy,54990,141.21199808219862
184,17,DELL,Ultraportable,Intel,None,Intel,8,Windows,No,Medium,39561,147.25315308036753
185,18,DELL,Notebook,Intel,512 GB,Intel,8,Windows,Yes,Light,59890,157.3505121487356
186,19,ASUS,Gaming,AMD,1 TB,AMD,16,Windows,No,Heavy,150990,188.28266410959816
187,20,DELL,Ultraportable,Intel,512 GB,Intel,8,Windows,Yes,Light,69999,157.3505121487356
188,21,APPLE,Ultraportable,Others,512 GB,None,16,Mac,No,Light,132900,226.98300468106115
189,22,ASUS,Gaming,AMD,1 TB,NVIDIA,16,Windows,No,Heavy,140990,141.21199808219862
190,23,MSI,Gaming,Intel,512 GB,NVIDIA,16,Windows,No,Heavy,85990,141.21199808219862
191,24,ASUS,Ultraportable,Intel,512 GB,Intel,8,Windows,Yes,Medium,53990,141.21199808219862
192,1,ASUS,Gaming,AMD,1 TB,NVIDIA,16,Windows,No,Heavy,199990,188.28266410959816
193,2,ASUS,Ultraportable,Intel,512 GB,Intel,16,Windows,No,Medium,71990,141.21199808219862
194,3,ASUS,Ultraportable,Intel,512 GB,Intel,8,Windows,Yes,Medium,84990,157.3505121487356
195,4,DELL,Gaming,Intel,512 GB,NVIDIA,16,Windows,No,Heavy,72490,141.21199808219862
196,5,ACER,Notebook,Intel,512 GB,Intel,8,Windows,No,Medium,36826,141.21199808219862
197,6,LENOVO,Notebook,Intel,256 GB,Intel,4,Windows,No,Medium,44700,141.21199808219862
198,7,ASUS,Gaming,Intel,512 GB,NVIDIA,8,Windows,No,Heavy,60990,141.21199808219862
199,8,HP,Ultraportable,AMD,512 GB,AMD,8,Windows,No,Medium,54999,141.21199808219862
200,9,ASUS,Gaming,Intel,1 TB,NVIDIA,8,Windows,No,Medium,84990,141.21199808219862
201,10,HP,Gaming,Intel,512 GB,NVIDIA,8,Windows,No,Heavy,75900,141.21199808219862
202,11,MSI,Gaming,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,189990,127.33567457123111
203,12,APPLE,Ultraportable,Others,1 TB,None,8,Mac,No,Light,152990,226.98300468106115
204,13,APPLE,Ultraportable,Others,512 GB,None,16,Mac,No,Light,132900,226.98300468106115
205,14,HP,Gaming,AMD,512 GB,NVIDIA,8,Windows,No,Heavy,60990,141.21199808219862
206,15,ASUS,Gaming,AMD,1 TB,NVIDIA,16,Windows,No,Heavy,162990,188.28266410959816
207,16,DELL,Notebook,Intel,None,Intel,8,Windows,No,Medium,42900,141.21199808219862
208,17,ASUS,Notebook,Intel,256 GB,Intel,8,Windows,No,Medium,44990,141.21199808219862
209,18,APPLE,Notebook,Others,1 TB,None,16,Mac,No,Heavy,240990,254.0233485458816
210,19,LENOVO,Ultraportable,Intel,256 GB,Intel,4,Windows,No,Heavy,38990,146.86047800548656
211,20,DELL,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Medium,59890,141.21199808219862
212,21,ASUS,Notebook,Intel,512 GB,Intel,8,Windows,Yes,Light,74990,161.72539083525606
213,22,ACER,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,62990,209.8006828649808
214,23,ASUS,Gaming,Intel,512 GB,NVIDIA,16,Windows,No,Heavy,94990,127.33567457123111
215,24,ASUS,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,64990,165.6321180513006
216,1,ASUS,Notebook,Intel,128 GB,Intel,4,Windows,Yes,Light,30490,135.0942111925629
217,2,HP,Notebook,AMD,None,AMD,8,Windows,No,Light,34990,141.21199808219862
218,3,APPLE,Ultraportable,Others,512 GB,None,8,Mac,No,Light,110900,226.98300468106115
219,4,DELL,Notebook,AMD,512 GB,AMD,8,Windows,No,Medium,41210,141.21199808219862
220,5,ACER,Notebook,AMD,512 GB,Intel,4,Windows,No,Heavy,29990,141.21199808219862
221,6,APPLE,Ultraportable,Others,256 GB,None,8,Mac,No,Light,129900,226.98300468106115
223,8,ACER,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Medium,44990,141.21199808219862
224,9,ASUS,Notebook,AMD,512 GB,NVIDIA,16,Windows,No,Medium,71990,141.21199808219862
225,10,ASUS,Notebook,Intel,256 GB,Intel,8,Windows,No,Light,44990,157.3505121487356
226,11,DELL,Notebook,Intel,512 GB,Intel,8,Windows,No,Light,67990,137.68169813014364
227,12,ASUS,Notebook,AMD,1 TB,NVIDIA,8,Windows,No,Light,101990,242.5880862528841
228,13,HP,Ultraportable,AMD,256 GB,AMD,8,Windows,No,Medium,30690,100.45466986113651
229,14,LENOVO,Gaming,AMD,512 GB,NVIDIA,16,Windows,No,Heavy,79490,141.21199808219862
230,15,ASUS,Gaming,AMD,512 GB,NVIDIA,8,Windows,No,Heavy,80990,141.21199808219862
231,16,ASUS,Notebook,Intel,512 GB,Intel,16,Windows,Yes,Light,109990,242.5880862528841
232,17,HP,Ultraportable,AMD,512 GB,AMD,8,Windows,No,Medium,29690,100.45466986113651
234,19,ASUS,Ultraportable,AMD,512 GB,AMD,16,Windows,No,Medium,62990,141.21199808219862
235,20,DELL,Ultraportable,Intel,None,Intel,8,Windows,No,Light,45060,157.3505121487356
236,21,ASUS,Notebook,Intel,512 GB,Intel,16,Windows,Yes,Light,87990,165.6321180513006
238,23,INFINIX,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Light,29990,157.3505121487356
239,24,INFINIX,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,32990,157.3505121487356
240,1,ASUS,Notebook,Intel,512 GB,Intel,16,Windows,Yes,Light,87990,165.6321180513006
241,2,HP,Ultraportable,AMD,256 GB,AMD,8,Windows,No,Medium,30690,100.45466986113651
243,4,INFINIX,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Light,29990,157.3505121487356
244,5,HP,Ultraportable,AMD,512 GB,AMD,8,Windows,No,Light,41490,157.3505121487356
245,6,DELL,Notebook,Intel,512 GB,Intel,8,Windows,Yes,Light,72547,157.3505121487356
246,7,APPLE,Ultraportable,Others,512 GB,None,8,Mac,No,Light,149900,224.5056083176765
247,8,ASUS,Notebook,Intel,512 GB,Intel,8,Windows,Yes,Light,64990,157.3505121487356
248,9,ASUS,Notebook,Intel,256 GB,Intel,8,Windows,No,Light,42990,141.21199808219862
249,10,LENOVO,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Medium,39490,141.21199808219862
250,11,LENOVO,Notebook,AMD,None,AMD,4,Windows,No,Heavy,30990,100.45466986113651
251,12,ASUS,Ultraportable,Intel,None,NVIDIA,8,Windows,No,Medium,83990,157.3505121487356
252,13,LENOVO,Notebook,Intel,512 GB,Intel,8,Windows,Yes,Medium,58990,157.3505121487356
253,14,APPLE,Ultraportable,Others,256 GB,None,8,Mac,No,Light,119900,224.5056083176765
254,15,ASUS,Ultraportable,AMD,512 GB,AMD,16,Windows,No,Medium,69990,141.50971698084905
255,16,DELL,Notebook,AMD,512 GB,AMD,8,Windows,No,Heavy,61490,137.68169813014364
256,17,MSI,Gaming,Intel,512 GB,NVIDIA,16,Windows,No,Heavy,85990,141.21199808219862
257,18,LENOVO,Ultraportable,AMD,512 GB,AMD,8,Windows,No,Light,58990,157.3505121487356
259,20,ASUS,Notebook,Intel,512 GB,Intel,8,Windows,No,Light,47990,141.21199808219862
260,21,ACER,Notebook,Intel,256 GB,Intel,8,Windows,No,Medium,35019,141.21199808219862
261,22,DELL,Notebook,Intel,512 GB,NVIDIA,16,Windows,Yes,Light,82990,157.3505121487356
262,23,ASUS,Ultraportable,AMD,512 GB,AMD,16,Windows,No,Medium,64990,141.21199808219862
263,24,ASUS,Gaming,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,122990,188.28266410959816
264,1,LENOVO,Gaming,Intel,512 GB,NVIDIA,8,Windows,No,Heavy,67490,141.21199808219862
265,2,ASUS,Notebook,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,219990,283.0194339616981
266,3,ASUS,Gaming,AMD,1 TB,NVIDIA,16,Windows,No,Heavy,196990,188.28266410959816
267,4,ASUS,Ultraportable,Intel,256 GB,Intel,16,Windows,No,Medium,61890,141.21199808219862
268,5,ASUS,Gaming,AMD,1 TB,NVIDIA,16,Windows,No,Heavy,146990,141.21199808219862
269,6,MSI,Gaming,Intel,512 GB,NVIDIA,8,Windows,No,Medium,51990,141.21199808219862
270,7,ASUS,Gaming,AMD,1 TB,AMD,16,Windows,No,Heavy,161990,188.28266410959816
271,8,DELL,Gaming,AMD,512 GB,NVIDIA,8,Windows,No,Heavy,72990,141.21199808219862
272,9,APPLE,Ultraportable,Others,256 GB,None,8,Mac,No,Light,119900,224.5056083176765
273,10,HP,Notebook,Intel,256 GB,Intel,8,Windows,No,Medium,40990,141.21199808219862
274,11,DELL,Notebook,Intel,None,Intel,8,Windows,No,Medium,42400,141.21199808219862
275,12,DELL,Ultraportable,AMD,256 GB,AMD,8,Windows,No,Medium,34990,141.21199808219862
276,13,ASUS,Notebook,Intel,512 GB,Intel,8,Windows,No,Medium,39980,141.21199808219862
277,14,ASUS,Gaming,AMD,1 TB,NVIDIA,16,Windows,No,Heavy,211990,188.28266410959816
278,15,APPLE,Notebook,Others,512 GB,None,16,Mac,No,Heavy,227990,254.0233485458816
279,16,ASUS,Notebook,Intel,128 GB,Intel,8,Linux/Others,Yes,Medium,49990,157.3505121487356
280,17,ACER,Gaming,Intel,512 GB,NVIDIA,8,Windows,No,Heavy,57990,141.21199808219862
281,18,ASUS,Notebook,Intel,512 GB,Intel,16,Windows,Yes,Medium,144990,234.22297983037086
282,19,ASUS,Notebook,Intel,None,Intel,4,Windows,Yes,Medium,37990,165.6321180513006
283,20,DELL,Ultraportable,AMD,512 GB,AMD,8,Windows,No,Medium,41632,141.21199808219862
284,21,MSI,Notebook,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,124990,190.6936351848168
285,22,ASUS,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,47990,157.3505121487356
286,23,DELL,Ultraportable,Intel,256 GB,Intel,4,Windows,No,Light,40990,157.3505121487356
287,24,ASUS,Ultraportable,AMD,1 TB,AMD,16,Windows,Yes,Light,125999,255.35588026619376
288,1,ASUS,Ultraportable,Intel,512 GB,NVIDIA,16,Windows,Yes,Medium,89990,157.3505121487356
289,2,HP,Gaming,Intel,512 GB,NVIDIA,8,Windows,No,Heavy,87990,141.21199808219862
290,3,APPLE,Ultraportable,Others,512 GB,None,8,Mac,No,Light,149900,226.98300468106115
291,4,HP,Ultraportable,AMD,512 GB,AMD,16,Windows,No,Light,70999,157.3505121487356
292,5,ASUS,Gaming,Intel,1 TB,NVIDIA,16,Windows,No,Light,139999,141.21199808219862
293,6,ASUS,Notebook,Intel,512 GB,Intel,8,Windows,No,Medium,39980,141.21199808219862
294,7,ASUS,Gaming,Intel,1 TB,NVIDIA,8,Windows,No,Heavy,65990,141.21199808219862
295,8,ASUS,Gaming,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,114990,127.33567457123111
296,9,APPLE,Ultraportable,Others,512 GB,None,8,Mac,No,Light,117900,226.98300468106115
297,10,APPLE,Ultraportable,Others,256 GB,None,8,Mac,No,Light,89990,226.98300468106115
298,11,ASUS,Ultraportable,Intel,512 GB,Intel,16,Windows,No,Heavy,53500,127.33567457123111
299,12,DELL,Gaming,Intel,512 GB,NVIDIA,16,Windows,No,Heavy,76990,141.21199808219862
300,13,ASUS,Ultraportable,Intel,512 GB,Intel,16,Windows,No,Light,89990,242.5880862528841
301,14,HP,Gaming,AMD,512 GB,NVIDIA,16,Windows,No,Heavy,99990,136.82653230324834
302,15,ASUS,Notebook,Intel,512 GB,NVIDIA,16,Windows,No,Medium,89990,141.21199808219862
303,16,DELL,Notebook,AMD,256 GB,AMD,8,Windows,No,Medium,42990,141.21199808219862
304,17,ASUS,Notebook,Intel,256 GB,Intel,8,Windows,No,Medium,28960,111.93520355955211
305,18,HP,Ultraportable,AMD,512 GB,AMD,8,Windows,No,Medium,56490,141.21199808219862
306,19,ASUS,Ultraportable,Intel,512 GB,Intel,8,Windows,Yes,Light,49990,157.3505121487356
307,20,ASUS,Gaming,AMD,512 GB,NVIDIA,8,Windows,No,Heavy,76990,127.33567457123111
308,21,ASUS,Gaming,AMD,1 TB,NVIDIA,16,Windows,Yes,Heavy,171990,188.67962264113208
309,22,DELL,Ultraportable,Intel,None,Intel,8,Windows,No,Medium,49000,141.21199808219862
310,23,ASUS,Gaming,AMD,512 GB,NVIDIA,16,Windows,No,Heavy,89990,141.21199808219862
311,24,ASUS,Notebook,Intel,512 GB,NVIDIA,16,Windows,No,Medium,89990,141.21199808219862
312,1,HP,Gaming,AMD,None,NVIDIA,8,Windows,No,Heavy,54990,141.21199808219862
313,2,ASUS,Gaming,AMD,512 GB,NVIDIA,8,Windows,No,Heavy,61990,141.21199808219862
314,3,ASUS,Notebook,AMD,512 GB,AMD,16,Windows,Yes,Light,91990,242.5880862528841
315,4,DELL,Ultraportable,Intel,512 GB,Intel,16,Windows,No,Light,93890,165.6321180513006
316,5,ASUS,Notebook,AMD,256 GB,AMD,8,Windows,No,Light,33990,141.21199808219862
317,6,DELL,Notebook,Intel,512 GB,NVIDIA,16,Windows,No,Light,68866,141.21199808219862
318,7,LENOVO,Gaming,AMD,512 GB,NVIDIA,8,Windows,No,Heavy,61990,141.21199808219862
319,8,HP,Gaming,AMD,1 TB,NVIDIA,16,Windows,No,Heavy,152000,188.28266410959816
320,9,MSI,Ultraportable,Intel,512 GB,Intel,16,Windows,No,Light,74990,157.3505121487356
321,10,LENOVO,Ultraportable,Intel,256 GB,Intel,4,Windows,No,Light,27979,111.93520355955211
322,11,DELL,Ultraportable,AMD,256 GB,AMD,8,Windows,No,Medium,33374,141.21199808219862
323,12,ASUS,Gaming,AMD,1 TB,NVIDIA,16,Windows,No,Medium,119990,141.21199808219862
325,14,INFINIX,Ultraportable,Intel,128 GB,Intel,4,Windows,No,Light,22990,157.3505121487356
326,15,ASUS,Notebook,Intel,512 GB,Intel,8,Windows,Yes,Light,49990,141.21199808219862
327,16,INFINIX,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,39990,157.3505121487356
328,17,INFINIX,Ultraportable,Intel,512 GB,Intel,16,Windows,No,Light,44990,157.3505121487356
329,18,ASUS,Notebook,Intel,512 GB,Intel,8,Windows,No,Light,79990,165.6321180513006
330,19,APPLE,Ultraportable,Others,256 GB,None,8,Mac,No,Light,119900,224.5056083176765
331,20,HP,Ultraportable,AMD,512 GB,AMD,16,Windows,No,Medium,63990,141.21199808219862
332,21,ASUS,Gaming,AMD,1 TB,AMD,16,Windows,Yes,Heavy,211990,188.67962264113208
333,22,ASUS,Gaming,AMD,1 TB,NVIDIA,16,Windows,No,Heavy,117990,141.21199808219862
334,23,ASUS,Gaming,Intel,512 GB,NVIDIA,16,Windows,No,Heavy,63980,141.21199808219862
335,24,HP,Gaming,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,118000,136.82653230324834
336,1,ASUS,Ultraportable,AMD,512 GB,AMD,16,Windows,Yes,Light,99990,255.35588026619376
337,2,ASUS,Ultraportable,Intel,None,Intel,4,Windows,No,Medium,31390,156.23455106966654
338,3,DELL,Notebook,Intel,512 GB,Intel,16,Windows,No,Medium,93990,226.98300468106115
339,4,HP,Notebook,AMD,None,AMD,8,Windows,No,Medium,36390,111.93520355955211
340,5,ASUS,Gaming,AMD,2 TB,NVIDIA,32,Windows,No,Heavy,249990,141.50971698084905
341,6,APPLE,Notebook,Others,512 GB,None,16,Mac,No,Heavy,225990,254.0233485458816
342,7,APPLE,Ultraportable,Others,256 GB,None,8,Mac,No,Light,119900,224.5056083176765
343,8,DELL,Ultraportable,AMD,256 GB,AMD,8,Windows,No,Medium,37225,141.21199808219862
344,9,ASUS,Notebook,Intel,1 TB,NVIDIA,8,Windows,No,Medium,66990,141.21199808219862
345,10,MSI,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,56990,157.3505121487356
346,11,ASUS,Gaming,AMD,2 TB,NVIDIA,32,Windows,No,Heavy,249990,141.50971698084905
347,12,ASUS,Gaming,AMD,512 GB,NVIDIA,16,Windows,No,Heavy,94990,141.21199808219862
348,13,DELL,Ultraportable,AMD,512 GB,AMD,8,Windows,No,Medium,44207,141.21199808219862
349,14,ACER,Gaming,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,124990,188.28266410959816
350,15,ASUS,Gaming,Intel,1 TB,NVIDIA,32,Windows,No,Heavy,301990,188.28266410959816
351,16,ASUS,Notebook,AMD,512 GB,AMD,16,Windows,No,Medium,69990,141.50971698084905
352,17,DELL,Ultraportable,AMD,512 GB,AMD,8,Windows,No,Light,41519,157.3505121487356
353,18,MSI,Gaming,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,113990,141.21199808219862
354,19,MSI,Gaming,Intel,512 GB,NVIDIA,16,Windows,No,Medium,89990,141.21199808219862
355,20,APPLE,Ultraportable,Others,1 TB,None,16,Mac,No,Medium,226990,253.93034266273992
356,21,ASUS,Notebook,Intel,1 TB,Intel,32,Windows,Yes,Medium,224990,234.22297983037086
357,22,HP,Ultraportable,AMD,512 GB,AMD,8,Windows,No,Light,60990,157.3505121487356
358,23,ASUS,Ultraportable,AMD,512 GB,AMD,8,Windows,No,Light,58990,157.3505121487356
359,24,ASUS,Notebook,Intel,512 GB,Intel,16,Windows,No,Light,95500,141.21199808219862
360,1,ASUS,Notebook,Intel,512 GB,Intel,16,Windows,No,Light,95500,141.21199808219862
361,2,MSI,Gaming,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,200000,188.28266410959816
362,3,ASUS,Gaming,AMD,1 TB,NVIDIA,16,Windows,No,Heavy,201990,188.28266410959816
363,4,INFINIX,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,39990,157.3505121487356
364,5,HP,Ultraportable,Intel,512 GB,Intel,8,Windows,Yes,Light,59999,157.3505121487356
365,6,HP,Ultraportable,Intel,512 GB,Intel,16,Windows,Yes,Light,78800,157.3505121487356
366,7,MSI,Gaming,Intel,512 GB,NVIDIA,16,Windows,No,Heavy,115990,141.21199808219862
367,8,ASUS,Notebook,Intel,1 TB,NVIDIA,32,Windows,No,Heavy,239990,283.0194339616981
368,9,ACER,Gaming,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,189990,188.28266410959816
369,10,MSI,Notebook,Intel,512 GB,Intel,8,Windows,No,Light,56490,157.3505121487356
370,11,ASUS,Ultraportable,Intel,512 GB,Intel,4,Windows,No,Medium,34990,141.21199808219862
371,12,LENOVO,Ultraportable,Intel,256 GB,Intel,4,Windows,No,Light,27979,111.93520355955211
372,13,LENOVO,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Medium,67990,141.21199808219862
373,14,DELL,Ultraportable,Intel,256 GB,Intel,4,Windows,No,Light,42278,157.3505121487356
374,15,ASUS,Gaming,Intel,512 GB,NVIDIA,8,Windows,No,Heavy,59980,141.21199808219862
375,16,DELL,Gaming,AMD,512 GB,NVIDIA,16,Windows,No,Heavy,89081,141.21199808219862
376,17,HP,Ultraportable,AMD,256 GB,AMD,8,Windows,No,Medium,39500,141.21199808219862
377,18,ACER,Gaming,Intel,512 GB,NVIDIA,8,Windows,No,Heavy,84999,141.21199808219862
378,19,ASUS,Notebook,Intel,256 GB,Intel,8,Windows,No,Heavy,48990,111.93520355955211
379,20,ASUS,Notebook,Intel,128 GB,Intel,4,Windows,No,Light,24490,135.0942111925629
381,22,INFINIX,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,42990,141.21199808219862
382,23,DELL,Ultraportable,Intel,256 GB,Intel,4,Windows,No,Light,36057,157.3505121487356
